title,difficult,count_star,count_pass,count_commit,href
摆动序列,中等,58,"3,083","8,420",https://leetcode-cn.com/problems/wiggle-subsequence
组合总和 Ⅳ,中等,49,"2,176","5,336",https://leetcode-cn.com/problems/combination-sum-iv
有序矩阵中第K小的元素,中等,65,"3,990","7,339",https://leetcode-cn.com/problems/kth-smallest-element-in-a-sorted-matrix
常数时间插入、删除和获取随机元素,中等,34,"2,903","6,663",https://leetcode-cn.com/problems/insert-delete-getrandom-o1
O(1) 时间插入、删除和获取随机元素 - 允许重复,困难,23,604,"1,926",https://leetcode-cn.com/problems/insert-delete-getrandom-o1-duplicates-allowed
链表随机节点,中等,18,999,"1,927",https://leetcode-cn.com/problems/linked-list-random-node
赎金信,简单,40,"6,557","13,880",https://leetcode-cn.com/problems/ransom-note
打乱数组,中等,25,"6,765","15,079",https://leetcode-cn.com/problems/shuffle-an-array
迷你语法分析器,中等,9,503,"1,339",https://leetcode-cn.com/problems/mini-parser
字典序排数,中等,25,"1,293","2,293",https://leetcode-cn.com/problems/lexicographical-numbers
字符串中的第一个唯一字符,简单,113,"28,456","75,214",https://leetcode-cn.com/problems/first-unique-character-in-a-string
文件的最长绝对路径,中等,7,396,915,https://leetcode-cn.com/problems/longest-absolute-file-path
消除游戏,中等,27,812,"2,234",https://leetcode-cn.com/problems/elimination-game
旋转函数,中等,20,831,"2,311",https://leetcode-cn.com/problems/rotate-function
第N个数字,简单,57,"2,983","9,587",https://leetcode-cn.com/problems/nth-digit
接雨水 II,困难,68,474,"1,592",https://leetcode-cn.com/problems/trapping-rain-water-ii
最长回文串,简单,49,"5,298","11,198",https://leetcode-cn.com/problems/longest-palindrome
分割数组的最大值,困难,43,"1,093","3,018",https://leetcode-cn.com/problems/split-array-largest-sum
Fizz Buzz,简单,27,"13,025","22,010",https://leetcode-cn.com/problems/fizz-buzz
等差数列划分,中等,44,"3,477","6,421",https://leetcode-cn.com/problems/arithmetic-slices
第三大的数,简单,55,"7,542","24,046",https://leetcode-cn.com/problems/third-maximum-number
字符串相加,简单,66,"6,975","15,525",https://leetcode-cn.com/problems/add-strings
分割等和子集,中等,77,"3,562","8,933",https://leetcode-cn.com/problems/partition-equal-subset-sum
甲板上的战舰,中等,18,"1,003","1,555",https://leetcode-cn.com/problems/battleships-in-a-board
数组中两个数的最大异或值,中等,44,987,"1,830",https://leetcode-cn.com/problems/maximum-xor-of-two-numbers-in-an-array
从英文中重建数字,中等,15,836,"1,757",https://leetcode-cn.com/problems/reconstruct-original-digits-from-english
替换后的最长重复字符,中等,28,625,"1,824",https://leetcode-cn.com/problems/longest-repeating-character-replacement
建立四叉树,简单,17,"1,218","2,195",https://leetcode-cn.com/problems/construct-quad-tree
N叉树的层序遍历,简单,32,"5,263","8,659",https://leetcode-cn.com/problems/n-ary-tree-level-order-traversal
扁平化多级双向链表,中等,28,"2,001","5,017",https://leetcode-cn.com/problems/flatten-a-multilevel-doubly-linked-list
全 O(1) 的数据结构,困难,17,930,"2,595",https://leetcode-cn.com/problems/all-oone-data-structure
最小基因变化,中等,10,475,"1,167",https://leetcode-cn.com/problems/minimum-genetic-mutation
字符串中的单词数,简单,33,"5,212","17,192",https://leetcode-cn.com/problems/number-of-segments-in-a-string
无重叠区间,中等,47,"2,177","5,323",https://leetcode-cn.com/problems/non-overlapping-intervals
寻找右区间,中等,12,750,"2,003",https://leetcode-cn.com/problems/find-right-interval
路径总和 III,简单,135,"4,926","10,052",https://leetcode-cn.com/problems/path-sum-iii
找到字符串中所有字母异位词,简单,107,"4,576","12,406",https://leetcode-cn.com/problems/find-all-anagrams-in-a-string
字典序的第K小数字,困难,16,324,"1,215",https://leetcode-cn.com/problems/k-th-smallest-in-lexicographical-order
排列硬币,简单,32,"6,854","18,443",https://leetcode-cn.com/problems/arranging-coins
数组中重复的数据,中等,84,"4,252","7,045",https://leetcode-cn.com/problems/find-all-duplicates-in-an-array
压缩字符串,简单,38,"3,786","11,133",https://leetcode-cn.com/problems/string-compression
两数相加 II,中等,58,"3,795","7,860",https://leetcode-cn.com/problems/add-two-numbers-ii
等差数列划分 II - 子序列,困难,14,331,"1,157",https://leetcode-cn.com/problems/arithmetic-slices-ii-subsequence
回旋镖的数量,简单,44,"3,983","7,395",https://leetcode-cn.com/problems/number-of-boomerangs
找到所有数组中消失的数字,简单,149,"7,093","14,718",https://leetcode-cn.com/problems/find-all-numbers-disappeared-in-an-array
序列化和反序列化二叉搜索树,中等,23,993,"2,071",https://leetcode-cn.com/problems/serialize-and-deserialize-bst
删除二叉搜索树中的节点,中等,59,"2,891","8,450",https://leetcode-cn.com/problems/delete-node-in-a-bst
根据字符出现频率排序,中等,49,"4,424","7,651",https://leetcode-cn.com/problems/sort-characters-by-frequency
最小移动次数使数组元素相等,简单,51,"3,380","6,750",https://leetcode-cn.com/problems/minimum-moves-to-equal-array-elements
四数相加 II,中等,59,"5,208","10,173",https://leetcode-cn.com/problems/4sum-ii
分发饼干,简单,82,"8,725","17,861",https://leetcode-cn.com/problems/assign-cookies
132模式,中等,56,"1,736","7,757",https://leetcode-cn.com/problems/132-pattern
环形数组循环,中等,7,489,"1,638",https://leetcode-cn.com/problems/circular-array-loop
LFU缓存,困难,23,505,"1,755",https://leetcode-cn.com/problems/lfu-cache
汉明距离,简单,154,"17,417","25,158",https://leetcode-cn.com/problems/hamming-distance
最少移动次数使数组元素相等 II,中等,31,"1,379","2,609",https://leetcode-cn.com/problems/minimum-moves-to-equal-array-elements-ii
岛屿的周长,简单,95,"5,661","9,366",https://leetcode-cn.com/problems/island-perimeter
我能赢吗,中等,34,717,"2,427",https://leetcode-cn.com/problems/can-i-win
统计重复个数,困难,11,250,"1,007",https://leetcode-cn.com/problems/count-the-repetitions
环绕字符串中唯一的子字符串,中等,26,596,"1,765",https://leetcode-cn.com/problems/unique-substrings-in-wraparound-string
验证IP地址,中等,11,849,"4,508",https://leetcode-cn.com/problems/validate-ip-address
用 Rand7() 实现 Rand10(),中等,18,"1,320","3,264",https://leetcode-cn.com/problems/implement-rand10-using-rand7
连接词,困难,14,463,"1,221",https://leetcode-cn.com/problems/concatenated-words
火柴拼正方形,中等,34,"1,205","3,891",https://leetcode-cn.com/problems/matchsticks-to-square
一和零,中等,59,"1,528","3,892",https://leetcode-cn.com/problems/ones-and-zeroes
供暖器,简单,44,"2,426","9,110",https://leetcode-cn.com/problems/heaters
数字的补数,简单,101,"8,935","13,314",https://leetcode-cn.com/problems/number-complement
汉明距离总和,中等,35,"1,377","3,463",https://leetcode-cn.com/problems/total-hamming-distance
在圆内随机生成点,中等,4,464,"1,454",https://leetcode-cn.com/problems/generate-random-point-in-a-circle
最大回文数乘积,困难,17,922,"3,292",https://leetcode-cn.com/problems/largest-palindrome-product
神奇字符串,中等,13,571,"1,191",https://leetcode-cn.com/problems/magical-string
密钥格式化,简单,14,"2,232","6,085",https://leetcode-cn.com/problems/license-key-formatting
最小好进制,困难,12,277,772,https://leetcode-cn.com/problems/smallest-good-base
最大连续1的个数,简单,53,"11,778","22,255",https://leetcode-cn.com/problems/max-consecutive-ones
祖玛游戏,困难,17,247,596,https://leetcode-cn.com/problems/zuma-game
构造矩形,简单,13,"2,918","6,362",https://leetcode-cn.com/problems/construct-the-rectangle
翻转对,困难,32,674,"3,713",https://leetcode-cn.com/problems/reverse-pairs
提莫攻击,中等,35,"2,815","5,681",https://leetcode-cn.com/problems/teemo-attacking
下一个更大元素 I,简单,75,"7,959","13,594",https://leetcode-cn.com/problems/next-greater-element-i
非重叠矩形中的随机点,中等,4,211,688,https://leetcode-cn.com/problems/random-point-in-non-overlapping-rectangles
对角线遍历,中等,38,"3,355","8,983",https://leetcode-cn.com/problems/diagonal-traverse
键盘行,简单,38,"6,823","10,349",https://leetcode-cn.com/problems/keyboard-row
二叉搜索树中的众数,简单,44,"2,895","7,067",https://leetcode-cn.com/problems/find-mode-in-binary-search-tree
IPO,困难,10,455,"1,280",https://leetcode-cn.com/problems/ipo
下一个更大元素 II,中等,40,"2,259","4,776",https://leetcode-cn.com/problems/next-greater-element-ii
七进制数,简单,13,"3,517","7,963",https://leetcode-cn.com/problems/base-7
相对名次,简单,24,"2,846","5,826",https://leetcode-cn.com/problems/relative-ranks
完美数,简单,28,"4,679","13,592",https://leetcode-cn.com/problems/perfect-number
出现次数最多的子树元素和,中等,28,"1,277","2,231",https://leetcode-cn.com/problems/most-frequent-subtree-sum
斐波那契数,简单,26,"7,947","12,112",https://leetcode-cn.com/problems/fibonacci-number
找树左下角的值,中等,36,"3,140","4,868",https://leetcode-cn.com/problems/find-bottom-left-tree-value
自由之路,困难,18,356,946,https://leetcode-cn.com/problems/freedom-trail
在每个树行中找最大值,中等,34,"2,468","4,389",https://leetcode-cn.com/problems/find-largest-value-in-each-tree-row
最长回文子序列,中等,64,"2,180","4,919",https://leetcode-cn.com/problems/longest-palindromic-subsequence
超级洗衣机,困难,14,344,991,https://leetcode-cn.com/problems/super-washing-machines
零钱兑换 II,中等,35,"1,448","3,461",https://leetcode-cn.com/problems/coin-change-2
随机翻转矩阵,中等,0,180,608,https://leetcode-cn.com/problems/random-flip-matrix
检测大写字母,简单,55,"7,165","13,762",https://leetcode-cn.com/problems/detect-capital
最长特殊序列 Ⅰ,简单,33,"3,972","6,488",https://leetcode-cn.com/problems/longest-uncommon-subsequence-i
最长特殊序列 II,中等,13,548,"1,981",https://leetcode-cn.com/problems/longest-uncommon-subsequence-ii
连续的子数组和,中等,32,"1,863","8,160",https://leetcode-cn.com/problems/continuous-subarray-sum
通过删除字母匹配到字典里最长单词,中等,23,"1,856","4,394",https://leetcode-cn.com/problems/longest-word-in-dictionary-through-deleting
连续数组,中等,37,987,"2,865",https://leetcode-cn.com/problems/contiguous-array
优美的排列,中等,25,961,"1,870",https://leetcode-cn.com/problems/beautiful-arrangement
按权重随机选择,中等,2,343,958,https://leetcode-cn.com/problems/random-pick-with-weight
扫雷游戏,中等,27,776,"1,462",https://leetcode-cn.com/problems/minesweeper
二叉搜索树的最小绝对差,简单,55,"3,650","6,940",https://leetcode-cn.com/problems/minimum-absolute-difference-in-bst
数组中的K-diff数对,简单,32,"4,042","12,868",https://leetcode-cn.com/problems/k-diff-pairs-in-an-array
TinyURL 的加密与解密,中等,33,"2,888","3,678",https://leetcode-cn.com/problems/encode-and-decode-tinyurl
复数乘法,中等,14,"1,830","2,877",https://leetcode-cn.com/problems/complex-number-multiplication
把二叉搜索树转换为累加树,简单,97,"3,652","6,968",https://leetcode-cn.com/problems/convert-bst-to-greater-tree
最小时间差,中等,18,"1,229","2,641",https://leetcode-cn.com/problems/minimum-time-difference
有序数组中的单一元素,中等,40,"2,395","3,851",https://leetcode-cn.com/problems/single-element-in-a-sorted-array
反转字符串 II,简单,36,"4,432","9,574",https://leetcode-cn.com/problems/reverse-string-ii
01 矩阵,中等,80,"2,628","8,122",https://leetcode-cn.com/problems/01-matrix
二叉树的直径,简单,74,"3,802","8,801",https://leetcode-cn.com/problems/diameter-of-binary-tree
移除盒子,困难,34,300,698,https://leetcode-cn.com/problems/remove-boxes
朋友圈,中等,91,"5,615","11,217",https://leetcode-cn.com/problems/friend-circles
学生出勤记录 I,简单,15,"4,722","9,975",https://leetcode-cn.com/problems/student-attendance-record-i
学生出勤记录 II,困难,21,367,"1,059",https://leetcode-cn.com/problems/student-attendance-record-ii
最优除法,中等,14,717,"1,379",https://leetcode-cn.com/problems/optimal-division
砖墙,中等,26,853,"1,955",https://leetcode-cn.com/problems/brick-wall
下一个更大元素 III,中等,26,785,"3,211",https://leetcode-cn.com/problems/next-greater-element-iii
反转字符串中的单词 III,简单,87,"16,653","25,654",https://leetcode-cn.com/problems/reverse-words-in-a-string-iii
四叉树交集,简单,7,653,"1,543",https://leetcode-cn.com/problems/quad-tree-intersection
N叉树的最大深度,简单,31,"6,553","9,982",https://leetcode-cn.com/problems/maximum-depth-of-n-ary-tree
和为K的子数组,中等,72,"2,629","7,165",https://leetcode-cn.com/problems/subarray-sum-equals-k
数组拆分 I,简单,102,"12,792","19,679",https://leetcode-cn.com/problems/array-partition-i
二叉树的坡度,简单,29,"3,379","7,079",https://leetcode-cn.com/problems/binary-tree-tilt
重塑矩阵,简单,68,"6,106","10,284",https://leetcode-cn.com/problems/reshape-the-matrix
字符串的排列,中等,51,"5,043","15,949",https://leetcode-cn.com/problems/permutation-in-string
另一个树的子树,简单,83,"4,221","10,517",https://leetcode-cn.com/problems/subtree-of-another-tree
分糖果,简单,32,"5,996","9,956",https://leetcode-cn.com/problems/distribute-candies
出界的路径数,中等,18,662,"2,029",https://leetcode-cn.com/problems/out-of-boundary-paths
最短无序连续子数组,简单,97,"4,137","12,898",https://leetcode-cn.com/problems/shortest-unsorted-continuous-subarray
两个字符串的删除操作,中等,38,"1,148","2,747",https://leetcode-cn.com/problems/delete-operation-for-two-strings
安装栅栏,困难,15,179,585,https://leetcode-cn.com/problems/erect-the-fence
N叉树的前序遍历,简单,42,"6,468","9,579",https://leetcode-cn.com/problems/n-ary-tree-preorder-traversal
N叉树的后序遍历,简单,24,"5,505","8,168",https://leetcode-cn.com/problems/n-ary-tree-postorder-traversal
分数加减运算,中等,8,435,968,https://leetcode-cn.com/problems/fraction-addition-and-subtraction
有效的正方形,中等,20,877,"2,306",https://leetcode-cn.com/problems/valid-square
最长和谐子序列,简单,41,"2,818","6,968",https://leetcode-cn.com/problems/longest-harmonious-subsequence
大的国家,简单,88,"19,832","27,286",https://leetcode-cn.com/problems/big-countries
超过5名学生的课,简单,86,"11,885","33,447",https://leetcode-cn.com/problems/classes-more-than-5-students
范围求和 II,简单,18,"2,229","4,627",https://leetcode-cn.com/problems/range-addition-ii
两个列表的最小索引总和,简单,35,"3,976","8,761",https://leetcode-cn.com/problems/minimum-index-sum-of-two-lists
不含连续1的非负整数,困难,28,495,"1,955",https://leetcode-cn.com/problems/non-negative-integers-without-consecutive-ones
体育馆的人流量,困难,50,"4,177","10,544",https://leetcode-cn.com/problems/human-traffic-of-stadium
种花问题,简单,56,"5,960","21,160",https://leetcode-cn.com/problems/can-place-flowers
根据二叉树创建字符串,简单,56,"3,358","6,791",https://leetcode-cn.com/problems/construct-string-from-binary-tree
在系统中查找重复文件,中等,12,506,907,https://leetcode-cn.com/problems/find-duplicate-file-in-system
有效三角形的个数,中等,34,"1,705","3,764",https://leetcode-cn.com/problems/valid-triangle-number
合并二叉树,简单,168,"9,778","14,020",https://leetcode-cn.com/problems/merge-two-binary-trees
有趣的电影,简单,48,"15,208","21,600",https://leetcode-cn.com/problems/not-boring-movies
任务调度器,中等,66,"2,592","5,875",https://leetcode-cn.com/problems/task-scheduler
设计循环队列,中等,29,"6,791","17,671",https://leetcode-cn.com/problems/design-circular-queue
在二叉树中增加一行,中等,31,"1,071","2,284",https://leetcode-cn.com/problems/add-one-row-to-tree
换座位,中等,85,"6,314","10,411",https://leetcode-cn.com/problems/exchange-seats
交换工资,简单,96,"13,068","19,810",https://leetcode-cn.com/problems/swap-salary
三个数的最大乘积,简单,61,"6,152","13,807",https://leetcode-cn.com/problems/maximum-product-of-three-numbers
K个逆序对数组,困难,17,266,702,https://leetcode-cn.com/problems/k-inverse-pairs-array
课程表 III,困难,18,322,"1,253",https://leetcode-cn.com/problems/course-schedule-iii
最小区间,困难,36,315,775,https://leetcode-cn.com/problems/smallest-range
平方数之和,简单,51,"5,234","17,411",https://leetcode-cn.com/problems/sum-of-square-numbers
函数的独占时间,中等,20,510,"1,193",https://leetcode-cn.com/problems/exclusive-time-of-functions
二叉树的层平均值,简单,53,"5,205","8,868",https://leetcode-cn.com/problems/average-of-levels-in-binary-tree
大礼包,中等,34,"1,127","2,102",https://leetcode-cn.com/problems/shopping-offers
解码方法 2,困难,21,334,"1,463",https://leetcode-cn.com/problems/decode-ways-ii
求解方程,中等,15,533,"1,436",https://leetcode-cn.com/problems/solve-the-equation
设计循环双端队列,中等,11,999,"2,298",https://leetcode-cn.com/problems/design-circular-deque
子数组最大平均数 I,简单,47,"4,285","12,797",https://leetcode-cn.com/problems/maximum-average-subarray-i
错误的集合,简单,44,"3,581","10,031",https://leetcode-cn.com/problems/set-mismatch
最长数对链,中等,35,"1,521","3,120",https://leetcode-cn.com/problems/maximum-length-of-pair-chain
回文子串,中等,88,"3,341","6,309",https://leetcode-cn.com/problems/palindromic-substrings
单词替换,中等,26,"1,409","2,837",https://leetcode-cn.com/problems/replace-words
Dota2 参议院,中等,34,811,"2,347",https://leetcode-cn.com/problems/dota2-senate
只有两个键的键盘,中等,73,"2,122","5,073",https://leetcode-cn.com/problems/2-keys-keyboard
寻找重复的子树,中等,30,"1,308","2,676",https://leetcode-cn.com/problems/find-duplicate-subtrees
两数之和 IV - 输入 BST,简单,68,"4,304","8,528",https://leetcode-cn.com/problems/two-sum-iv-input-is-a-bst
最大二叉树,中等,56,"3,828","5,172",https://leetcode-cn.com/problems/maximum-binary-tree
输出二叉树,中等,24,845,"1,748",https://leetcode-cn.com/problems/print-binary-tree
机器人能否返回原点,简单,82,"14,668","20,996",https://leetcode-cn.com/problems/robot-return-to-origin
分割数组为连续子序列,中等,19,673,"1,728",https://leetcode-cn.com/problems/split-array-into-consecutive-subsequences
图片平滑器,简单,24,"2,619","5,626",https://leetcode-cn.com/problems/image-smoother
二叉树最大宽度,中等,36,"1,407","4,234",https://leetcode-cn.com/problems/maximum-width-of-binary-tree
奇怪的打印机,困难,21,281,930,https://leetcode-cn.com/problems/strange-printer
非递减数列,简单,140,"5,257","26,794",https://leetcode-cn.com/problems/non-decreasing-array
优美的排列 II,中等,21,819,"1,548",https://leetcode-cn.com/problems/beautiful-arrangement-ii
乘法表中第k小的数,困难,32,331,"1,097",https://leetcode-cn.com/problems/kth-smallest-number-in-multiplication-table
修剪二叉搜索树,简单,88,"3,763","6,203",https://leetcode-cn.com/problems/trim-a-binary-search-tree
最大交换,中等,27,"1,359","3,889",https://leetcode-cn.com/problems/maximum-swap
二叉树中第二小的节点,简单,38,"2,918","6,554",https://leetcode-cn.com/problems/second-minimum-node-in-a-binary-tree
灯泡开关 Ⅱ,中等,16,408,881,https://leetcode-cn.com/problems/bulb-switcher-ii
最长递增子序列的个数,中等,48,"1,111","3,896",https://leetcode-cn.com/problems/number-of-longest-increasing-subsequence
最长连续递增序列,简单,35,"6,671","16,589",https://leetcode-cn.com/problems/longest-continuous-increasing-subsequence
为高尔夫比赛砍树,困难,16,161,644,https://leetcode-cn.com/problems/cut-off-trees-for-golf-event
实现一个魔法字典,中等,10,522,"1,054",https://leetcode-cn.com/problems/implement-magic-dictionary
键值映射,中等,23,"2,015","3,478",https://leetcode-cn.com/problems/map-sum-pairs
有效的括号字符串,中等,36,871,"3,407",https://leetcode-cn.com/problems/valid-parenthesis-string
24 点游戏,困难,35,710,"1,903",https://leetcode-cn.com/problems/24-game
验证回文字符串 Ⅱ,简单,69,"4,364","14,405",https://leetcode-cn.com/problems/valid-palindrome-ii
棒球比赛,简单,73,"6,809","10,974",https://leetcode-cn.com/problems/baseball-game
冗余连接,中等,40,"1,465","2,997",https://leetcode-cn.com/problems/redundant-connection
冗余连接 II,困难,15,400,"1,415",https://leetcode-cn.com/problems/redundant-connection-ii
重复叠加字符串匹配,简单,40,"2,793","9,541",https://leetcode-cn.com/problems/repeated-string-match
最长同值路径,简单,100,"3,416","9,947",https://leetcode-cn.com/problems/longest-univalue-path
“马”在棋盘上的概率,中等,21,718,"1,757",https://leetcode-cn.com/problems/knight-probability-in-chessboard
三个无重叠子数组的最大和,困难,17,239,579,https://leetcode-cn.com/problems/maximum-sum-of-3-non-overlapping-subarrays
员工的重要性,简单,44,"3,250","6,445",https://leetcode-cn.com/problems/employee-importance
贴纸拼词,困难,19,215,456,https://leetcode-cn.com/problems/stickers-to-spell-word
前K个高频单词,中等,34,"1,749","4,494",https://leetcode-cn.com/problems/top-k-frequent-words
交替位二进制数,简单,29,"5,588","9,475",https://leetcode-cn.com/problems/binary-number-with-alternating-bits
岛屿的最大面积,中等,114,"6,110","11,331",https://leetcode-cn.com/problems/max-area-of-island
计数二进制子串,简单,80,"2,773","6,027",https://leetcode-cn.com/problems/count-binary-substrings
数组的度,简单,61,"3,639","7,927",https://leetcode-cn.com/problems/degree-of-an-array
划分为k个相等的子集,中等,55,"1,384","3,710",https://leetcode-cn.com/problems/partition-to-k-equal-sum-subsets
掉落的方块,困难,15,177,499,https://leetcode-cn.com/problems/falling-squares
二叉搜索树中的搜索,简单,27,"6,376","9,529",https://leetcode-cn.com/problems/search-in-a-binary-search-tree
二叉搜索树中的插入操作,中等,22,"2,780","4,359",https://leetcode-cn.com/problems/insert-into-a-binary-search-tree
数据流中的第K大元素,简单,41,"4,131","10,949",https://leetcode-cn.com/problems/kth-largest-element-in-a-stream
二分查找,简单,48,"10,099","20,756",https://leetcode-cn.com/problems/binary-search
设计哈希集合,简单,14,"3,720","6,865",https://leetcode-cn.com/problems/design-hashset
设计哈希映射,简单,14,"3,049","5,582",https://leetcode-cn.com/problems/design-hashmap
设计链表,简单,65,"6,183","25,584",https://leetcode-cn.com/problems/design-linked-list
转换成小写字母,简单,74,"19,015","25,925",https://leetcode-cn.com/problems/to-lower-case
黑名单中的随机数,困难,6,316,"1,168",https://leetcode-cn.com/problems/random-pick-with-blacklist
两个字符串的最小ASCII删除和,中等,44,"1,258","2,315",https://leetcode-cn.com/problems/minimum-ascii-delete-sum-for-two-strings
乘积小于K的子数组,中等,47,"1,252","4,243",https://leetcode-cn.com/problems/subarray-product-less-than-k
买卖股票的最佳时机含手续费,中等,46,"1,991","4,087",https://leetcode-cn.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee
Range 模块,困难,11,162,561,https://leetcode-cn.com/problems/range-module
1比特与2比特字符,简单,73,"5,932","13,858",https://leetcode-cn.com/problems/1-bit-and-2-bit-characters
最长重复子数组,中等,62,"2,616","5,966",https://leetcode-cn.com/problems/maximum-length-of-repeated-subarray
找出第 k 小的距离对,困难,30,873,"3,080",https://leetcode-cn.com/problems/find-k-th-smallest-pair-distance
词典中最长的单词,简单,33,"2,086","5,036",https://leetcode-cn.com/problems/longest-word-in-dictionary
账户合并,中等,23,603,"2,125",https://leetcode-cn.com/problems/accounts-merge
删除注释,中等,8,355,"1,493",https://leetcode-cn.com/problems/remove-comments
寻找数组的中心索引,简单,85,"9,481","27,329",https://leetcode-cn.com/problems/find-pivot-index
分隔链表,中等,23,"1,606","3,382",https://leetcode-cn.com/problems/split-linked-list-in-parts
原子的数量,困难,22,438,"1,099",https://leetcode-cn.com/problems/number-of-atoms
自除数,简单,60,"8,540","12,658",https://leetcode-cn.com/problems/self-dividing-numbers
我的日程安排表 I,中等,14,859,"2,131",https://leetcode-cn.com/problems/my-calendar-i
统计不同回文子字符串,困难,15,250,656,https://leetcode-cn.com/problems/count-different-palindromic-subsequences
我的日程安排表 II,中等,14,491,"1,172",https://leetcode-cn.com/problems/my-calendar-ii
我的日程安排表 III,困难,6,232,515,https://leetcode-cn.com/problems/my-calendar-iii
图像渲染,简单,28,"3,046","6,089",https://leetcode-cn.com/problems/flood-fill
行星碰撞,中等,26,"1,183","3,848",https://leetcode-cn.com/problems/asteroid-collision
Lisp 语法解析,困难,5,119,288,https://leetcode-cn.com/problems/parse-lisp-expression
单调递增的数字,中等,19,"1,103","2,927",https://leetcode-cn.com/problems/monotone-increasing-digits
每日温度,中等,89,"4,909","8,390",https://leetcode-cn.com/problems/daily-temperatures
删除与获得点数,中等,51,"1,115","2,375",https://leetcode-cn.com/problems/delete-and-earn
摘樱桃,困难,22,257,"1,065",https://leetcode-cn.com/problems/cherry-pickup
网络延迟时间,中等,31,"1,562","3,712",https://leetcode-cn.com/problems/network-delay-time
寻找比目标字母大的最小字母,简单,28,"4,346","10,344",https://leetcode-cn.com/problems/find-smallest-letter-greater-than-target
前缀和后缀搜索,困难,10,238,951,https://leetcode-cn.com/problems/prefix-and-suffix-search
使用最小花费爬楼梯,简单,128,"8,401","20,074",https://leetcode-cn.com/problems/min-cost-climbing-stairs
至少是其他数字两倍的最大数,简单,38,"8,294","21,453",https://leetcode-cn.com/problems/largest-number-at-least-twice-of-others
最短完整词,简单,13,"1,360","2,623",https://leetcode-cn.com/problems/shortest-completing-word
隔离病毒,困难,3,126,236,https://leetcode-cn.com/problems/contain-virus
打开转盘锁,中等,42,"2,753","5,709",https://leetcode-cn.com/problems/open-the-lock
破解保险箱,困难,5,166,357,https://leetcode-cn.com/problems/cracking-the-safe
到达终点数字,简单,51,"1,482","4,107",https://leetcode-cn.com/problems/reach-a-number
金字塔转换矩阵,中等,16,507,"1,020",https://leetcode-cn.com/problems/pyramid-transition-matrix
设置交集大小至少为2,困难,11,184,653,https://leetcode-cn.com/problems/set-intersection-size-at-least-two
特殊的二进制序列,困难,13,186,359,https://leetcode-cn.com/problems/special-binary-string
二进制表示中质数个计算置位,简单,14,"3,129","5,234",https://leetcode-cn.com/problems/prime-number-of-set-bits-in-binary-representation
划分字母区间,中等,41,"2,101","3,258",https://leetcode-cn.com/problems/partition-labels
最大加号标志,中等,14,526,"1,155",https://leetcode-cn.com/problems/largest-plus-sign
情侣牵手,困难,19,"1,049","2,040",https://leetcode-cn.com/problems/couples-holding-hands
托普利茨矩阵,简单,64,"5,154","8,787",https://leetcode-cn.com/problems/toeplitz-matrix
重构字符串,中等,26,"1,089","3,394",https://leetcode-cn.com/problems/reorganize-string
最多能完成排序的块 II,困难,18,369,911,https://leetcode-cn.com/problems/max-chunks-to-make-sorted-ii
最多能完成排序的块,中等,23,774,"1,695",https://leetcode-cn.com/problems/max-chunks-to-make-sorted
基本计算器 IV,困难,7,70,151,https://leetcode-cn.com/problems/basic-calculator-iv
宝石与石头,简单,370,"34,366","43,292",https://leetcode-cn.com/problems/jewels-and-stones
滑动谜题,困难,25,428,758,https://leetcode-cn.com/problems/sliding-puzzle
全局倒置与局部倒置,中等,15,723,"1,753",https://leetcode-cn.com/problems/global-and-local-inversions
在LR字符串中交换相邻字符,中等,17,740,"2,829",https://leetcode-cn.com/problems/swap-adjacent-in-lr-string
水位上升的泳池中游泳,困难,9,325,763,https://leetcode-cn.com/problems/swim-in-rising-water
第K个语法符号,中等,29,"1,004","2,801",https://leetcode-cn.com/problems/k-th-symbol-in-grammar
到达终点,困难,9,293,"1,168",https://leetcode-cn.com/problems/reaching-points
森林中的兔子,中等,7,"1,038","2,069",https://leetcode-cn.com/problems/rabbits-in-forest
变为棋盘,困难,9,110,269,https://leetcode-cn.com/problems/transform-to-chessboard
二叉搜索树结点最小距离,简单,20,"2,752","5,317",https://leetcode-cn.com/problems/minimum-distance-between-bst-nodes
字母大小写全排列,简单,68,"4,364","8,140",https://leetcode-cn.com/problems/letter-case-permutation
判断二分图,中等,21,972,"2,748",https://leetcode-cn.com/problems/is-graph-bipartite
第 K 个最小的素数分数,困难,8,244,863,https://leetcode-cn.com/problems/k-th-smallest-prime-fraction
K 站中转内最便宜的航班,中等,20,838,"2,523",https://leetcode-cn.com/problems/cheapest-flights-within-k-stops
旋转数字,简单,36,"4,072","7,475",https://leetcode-cn.com/problems/rotated-digits
逃脱阻碍者,中等,6,689,"1,198",https://leetcode-cn.com/problems/escape-the-ghosts
多米诺和托米诺平铺,中等,18,381,"1,132",https://leetcode-cn.com/problems/domino-and-tromino-tiling
自定义字符串排序,中等,22,"1,465","2,405",https://leetcode-cn.com/problems/custom-sort-string
匹配子序列的单词数,中等,33,889,"2,443",https://leetcode-cn.com/problems/number-of-matching-subsequences
阶乘函数后K个零,困难,21,409,"1,543",https://leetcode-cn.com/problems/preimage-size-of-factorial-zeroes-function
有效的井字游戏,中等,8,432,"1,663",https://leetcode-cn.com/problems/valid-tic-tac-toe-state
